# calendar type
type=islamic-icu4j

# icu-version
version=55.1

# minimum hijri year
min=1

# maximum hijri year
max=1600

# ISO-8601-date corresponding to first hijri date
iso-start=0622-07-18
# julian=0622-07-15

1=29 30 29 29 30 29 30 30 29 30 30 29
2=30 29 30 29 29 30 29 30 29 30 30 29
3=30 29 30 30 29 30 29 29 30 29 30 29
4=30 30 29 30 29 30 30 29 29 30 29 30
5=29 30 29 30 30 29 30 30 29 30 29 29
6=30 29 29 30 30 29 30 30 30 29 30 29
7=29 30 29 29 30 29 30 30 30 29 30 30
8=29 29 30 29 29 30 29 30 30 30 29 30
9=29 30 29 30 29 29 30 29 30 30 29 30
10=30 29 30 29 30 29 29 30 29 30 29 30
11=30 29 30 30 29 30 29 29 30 29 30 29
12=30 29 30 30 29 30 29 30 29 30 29 30
13=29 30 29 30 29 30 30 29 30 30 29 29
14=30 29 30 29 29 30 30 29 30 30 30 29
15=30 29 29 30 29 29 30 29 30 30 30 29
16=30 30 29 29 30 29 29 30 29 30 30 30
17=29 30 30 29 29 30 29 29 30 29 30 29
18=30 30 30 29 30 29 30 29 29 30 29 30
19=29 30 30 30 29 30 29 30 29 29 30 29
20=30 29 30 30 29 30 29 30 29 30 29 30
21=29 30 29 30 29 30 29 30 30 29 30 29
22=30 29 30 29 30 29 30 29 30 29 30 30
23=29 30 29 30 29 30 29 29 30 29 30 30
24=30 29 30 29 30 29 30 29 29 30 29 30
25=30 30 29 30 29 30 29 30 29 29 30 29
26=30 29 30 30 30 29 30 29 30 29 29 30
27=29 30 29 30 30 30 29 30 29 30 29 29
28=30 29 30 29 30 30 29 30 30 29 29 30
29=29 30 29 30 29 30 29 30 30 29 30 29
30=30 29 30 29 30 29 30 29 30 29 30 30
31=29 30 29 30 29 30 29 30 29 29 30 30
32=29 30 30 29 30 29 30 29 30 29 29 30
33=29 30 30 29 30 30 29 30 29 30 29 29
34=30 29 30 29 30 30 30 29 30 29 30 29
35=29 29 30 30 29 30 30 30 29 30 29 30
36=29 29 29 30 29 30 30 30 29 30 30 29
37=30 29 29 30 29 29 30 30 29 30 30 29
38=30 29 30 29 30 29 29 30 30 29 30 29
39=30 30 29 30 29 30 29 30 29 30 29 30
40=29 30 29 30 30 29 30 29 30 29 29 30
41=29 30 29 30 30 29 30 30 29 30 29 30
42=29 29 30 29 30 29 30 30 30 29 30 29
43=30 29 29 30 29 30 29 30 30 30 29 30
44=29 30 29 29 29 30 29 30 30 30 29 30
45=30 29 30 29 29 29 30 29 30 30 29 30
46=30 30 29 29 30 29 30 29 29 30 29 30
47=30 30 29 30 29 30 29 30 29 29 30 29
48=30 30 29 30 30 29 30 29 30 29 30 29
49=29 30 29 30 30 29 30 30 29 30 29 30
50=29 29 30 29 30 29 30 30 29 30 30 29
51=30 29 30 29 29 30 29 30 29 30 30 30
52=29 30 29 30 29 29 29 30 29 30 30 30
53=29 30 30 29 30 29 29 29 30 29 30 30
54=29 30 30 30 29 30 29 29 29 30 29 30
55=29 30 30 30 29 30 29 30 29 30 29 29
56=30 29 30 30 29 30 30 29 30 29 30 29
57=29 30 29 30 29 30 30 29 30 30 29 30
58=29 30 29 29 30 29 30 29 30 30 29 30
59=30 29 30 29 29 30 29 30 29 30 29 30
60=30 29 30 30 29 30 29 29 30 29 29 30
61=30 30 29 30 30 29 30 29 29 29 30 29
62=30 30 29 30 30 30 29 30 29 29 29 30
63=29 30 29 30 30 30 29 30 29 30 29 29
64=30 29 30 29 30 30 29 30 30 29 30 29
65=30 29 29 30 29 30 29 30 30 30 29 30
66=29 30 29 29 30 29 30 29 30 30 29 30
67=29 30 30 29 29 30 29 30 29 30 29 30
68=29 30 30 29 30 30 29 29 30 29 30 29
69=30 29 30 30 29 30 30 29 30 29 29 29
70=30 29 30 30 29 30 30 30 29 30 29 29
71=29 30 29 30 29 30 30 30 29 30 30 29
72=29 29 30 29 30 29 30 30 29 30 30 29
73=30 29 29 30 29 30 29 30 29 30 30 30
74=29 30 29 29 30 29 30 29 30 29 30 30
75=29 30 30 29 29 30 29 30 29 30 29 30
76=29 30 30 29 30 29 30 29 30 29 30 29
77=30 29 30 29 30 30 29 30 29 30 29 30
78=29 30 29 29 30 30 29 30 30 29 30 29
79=30 29 29 30 29 30 29 30 30 30 29 30
80=29 30 29 29 30 29 30 29 30 30 30 29
81=30 29 30 29 29 30 29 30 29 30 29 30
82=30 30 29 30 29 29 30 29 30 29 30 29
83=30 30 29 30 30 29 29 30 29 30 29 30
84=29 30 29 30 30 29 30 29 30 29 30 29
85=30 29 30 29 30 29 30 30 29 30 29 30
86=29 30 29 30 29 30 29 30 29 30 30 29
87=30 29 30 29 29 30 29 30 29 30 30 30
88=29 30 29 30 29 29 30 29 30 29 30 30
89=29 30 30 29 30 29 29 30 29 30 29 30
90=29 30 30 30 29 30 29 29 30 29 29 30
91=30 29 30 30 30 29 30 29 29 30 29 30
92=29 30 29 30 30 29 30 30 29 29 30 29
93=30 29 30 29 30 29 30 30 29 30 29 30
94=29 30 29 30 29 30 29 30 29 30 30 29
95=30 29 30 29 30 29 29 30 29 30 30 29
96=30 30 29 30 29 30 29 29 30 29 30 29
97=30 30 29 30 30 29 30 29 29 30 29 30
98=29 30 29 30 30 30 29 30 29 29 30 29
99=29 30 29 30 30 30 30 29 30 29 30 29
100=29 29 30 29 30 30 30 29 30 30 29 29
101=30 29 29 30 29 30 30 29 30 30 29 30
102=29 30 29 30 29 29 30 30 29 30 29 30
103=30 29 30 29 30 29 30 29 29 30 30 29
104=30 29 30 30 29 30 29 30 29 29 30 29
105=30 29 30 30 29 30 30 29 30 29 29 30
106=29 30 29 30 29 30 30 30 29 30 29 29
107=30 29 29 30 29 30 30 30 30 29 30 29
108=30 29 29 29 30 29 30 30 30 29 30 30
109=29 29 30 29 29 30 29 30 30 29 30 30
110=29 30 29 30 29 29 30 29 30 29 30 30
111=30 29 30 29 30 29 30 29 29 30 29 30
112=30 29 30 29 30 30 29 30 29 30 29 29
113=30 29 30 30 29 30 29 30 30 29 30 29
114=29 30 29 30 29 30 30 29 30 30 29 30
115=29 29 30 29 30 29 30 29 30 30 30 29
116=30 29 29 30 29 29 30 29 30 30 30 29
117=30 30 29 30 29 29 29 30 29 30 30 29
118=30 30 30 29 29 30 29 29 30 29 30 29
119=30 30 30 29 30 29 30 29 29 30 29 30
120=29 30 30 29 30 30 29 30 29 30 29 29
121=30 29 30 29 30 30 29 30 30 29 30 29
122=29 30 29 30 29 30 29 30 30 29 30 30
123=29 30 29 29 30 29 30 29 30 29 30 30
124=29 30 30 29 29 30 29 29 30 29 30 30
125=30 29 30 30 29 29 30 29 29 30 29 30
126=30 29 30 30 30 29 29 30 29 29 30 29
127=30 29 30 30 30 29 30 29 30 29 29 30
128=29 30 29 30 30 29 30 30 29 30 29 29
129=30 29 30 29 30 29 30 30 29 30 30 29
130=29 30 29 30 29 30 29 30 30 29 30 29
131=30 29 30 29 30 29 30 29 30 29 30 29
132=30 30 29 30 30 29 29 30 29 30 29 29
133=30 30 30 29 30 30 29 29 30 29 29 30
134=29 30 30 29 30 30 30 29 29 30 29 29
135=30 29 30 29 30 30 30 29 30 29 30 29
136=29 30 29 30 29 30 30 29 30 30 29 30
137=29 29 30 29 30 29 30 29 30 30 30 29
138=30 29 29 30 29 30 29 30 29 30 30 29
139=30 29 30 29 30 29 30 29 30 29 30 29
140=30 30 29 30 29 30 29 30 29 30 29 30
141=29 30 29 30 30 29 30 29 30 29 30 29
142=29 30 29 30 30 29 30 30 29 30 29 30
143=29 29 30 29 30 29 30 30 30 29 30 29
144=30 29 29 30 29 30 29 30 30 29 30 30
145=29 30 29 29 30 29 29 30 30 29 30 30
146=30 29 30 29 29 30 29 30 29 30 29 30
147=30 29 30 30 29 29 30 29 30 29 30 29
148=30 29 30 30 29 30 29 30 29 30 29 30
149=29 30 29 30 29 30 30 29 30 29 30 29
150=30 29 30 29 29 30 30 29 30 30 29 30
151=29 30 29 29 30 29 30 29 30 30 30 29
152=30 29 30 29 29 30 29 30 29 30 30 29
153=30 30 29 30 29 29 30 29 29 30 30 29
154=30 30 30 29 30 29 29 30 29 29 30 30
155=29 30 30 30 29 30 29 29 30 29 29 30
156=29 30 30 30 29 30 29 30 29 30 29 30
157=29 30 29 30 29 30 30 29 30 29 30 29
158=30 29 30 29 29 30 30 29 30 29 30 30
159=29 30 29 30 29 29 30 29 30 30 29 30
160=30 29 30 29 30 29 29 30 29 30 29 30
161=30 29 30 30 29 30 29 29 30 29 29 30
162=30 29 30 30 30 29 30 29 29 30 29 29
163=30 29 30 30 30 30 29 30 29 29 30 29
164=29 30 29 30 30 30 29 30 30 29 29 30
165=29 29 30 29 30 30 29 30 30 29 30 29
166=30 29 30 29 29 30 29 30 30 29 30 30
167=29 30 29 30 29 30 29 29 30 29 30 30
168=29 30 30 29 30 29 30 29 29 30 29 30
169=29 30 30 29 30 30 29 30 29 29 30 29
170=30 29 30 29 30 30 30 29 30 29 29 30
171=29 29 30 29 30 30 30 30 29 30 29 29
172=30 29 29 30 29 30 30 30 29 30 30 29
173=29 30 29 29 30 29 30 30 29 30 30 29
174=30 29 30 29 29 30 29 30 29 30 30 30
175=29 30 29 30 29 29 30 29 30 29 30 30
176=29 30 29 30 30 29 30 29 29 30 29 30
177=29 30 29 30 30 29 30 30 29 30 29 29
178=30 29 30 29 30 29 30 30 30 29 30 29
179=29 30 29 29 30 30 29 30 30 30 29 30
180=29 29 30 29 29 30 29 30 30 30 29 30
181=30 29 29 30 29 29 30 29 30 30 29 30
182=30 30 29 29 30 29 29 30 29 30 29 30
183=30 30 29 30 29 30 29 29 30 29 30 29
184=30 30 29 30 30 29 30 29 29 30 29 30
185=29 30 29 30 30 29 30 29 30 30 29 29
186=30 29 30 29 30 29 30 30 29 30 30 29
187=30 29 29 30 29 30 29 30 29 30 30 29
188=30 30 29 29 30 29 29 30 29 30 30 30
189=29 30 30 29 29 30 29 29 30 29 30 30
190=29 30 30 30 29 29 30 29 29 30 29 30
191=29 30 30 30 29 30 29 30 29 29 30 29
192=30 29 30 30 29 30 30 29 30 29 29 30
193=29 30 29 30 29 30 30 29 30 30 29 29
194=30 29 30 29 30 29 30 29 30 30 29 30
195=29 30 29 30 29 30 29 30 29 30 29 30
196=30 29 30 29 30 29 30 29 29 30 29 30
197=30 30 29 30 30 29 29 30 29 29 30 29
198=30 30 29 30 30 30 29 29 30 29 29 30
199=29 30 29 30 30 30 29 30 29 30 29 29
200=30 29 30 29 30 30 29 30 30 29 30 29
201=29 30 29 30 29 30 29 30 30 30 29 30
202=29 29 30 29 30 29 30 29 30 30 29 30
203=29 30 29 30 29 30 29 30 29 30 29 30
204=30 29 30 29 30 29 30 29 30 29 30 29
205=30 29 30 30 29 30 29 30 29 30 29 29
206=30 29 30 30 29 30 30 29 30 29 30 29
207=29 30 29 30 29 30 30 30 29 30 29 30
208=29 29 30 29 30 29 30 30 29 30 30 29
209=30 29 29 30 29 29 30 30 29 30 30 30
210=29 30 29 29 30 29 29 30 30 29 30 30
211=29 30 30 29 29 30 29 30 29 30 29 30
212=29 30 30 29 30 29 30 29 30 29 30 29
213=30 29 30 29 30 30 29 30 29 30 29 30
214=29 29 30 29 30 30 29 30 30 29 30 29
215=30 29 29 30 29 30 29 30 30 30 29 30
216=29 30 29 29 30 29 30 29 30 30 29 30
217=30 29 30 29 29 30 29 29 30 30 29 30
218=30 30 29 30 29 29 30 29 29 30 30 29
219=30 30 30 29 30 29 29 30 29 29 30 29
220=30 30 30 29 30 29 30 29 30 29 30 29
221=29 30 30 29 30 30 29 30 29 30 29 30
222=29 30 29 29 30 30 29 30 29 30 30 29
223=30 29 30 29 29 30 29 30 29 30 30 30
224=29 30 29 30 29 29 30 29 30 29 30 30
225=29 30 30 29 30 29 29 30 29 29 30 30
226=29 30 30 30 29 30 29 29 30 29 29 30
227=29 30 30 30 30 29 30 29 29 30 29 29
228=30 29 30 30 30 29 30 30 29 29 30 29
229=29 30 29 30 30 29 30 30 29 30 29 30
230=29 29 30 29 30 29 30 30 29 30 30 29
231=30 29 30 29 29 30 29 30 29 30 30 29
232=30 30 29 30 29 30 29 29 30 29 30 29
233=30 30 29 30 30 29 30 29 29 30 29 29
234=30 30 29 30 30 30 29 30 29 29 30 29
235=29 30 29 30 30 30 30 29 30 29 29 30
236=29 29 30 29 30 30 30 29 30 30 29 29
237=30 29 29 30 29 30 30 29 30 30 29 30
238=29 30 29 29 30 29 30 29 30 30 29 30
239=30 29 30 29 29 30 29 30 29 30 30 29
240=30 29 30 30 29 30 29 29 30 29 30 29
241=30 29 30 30 29 30 30 29 30 29 29 30
242=29 30 29 30 29 30 30 30 29 30 29 29
243=30 29 29 30 29 30 30 30 30 29 30 29
244=29 30 29 29 30 29 30 30 30 29 30 30
245=29 29 30 29 29 30 29 30 30 29 30 30
246=29 30 29 30 29 29 30 29 30 29 30 30
247=30 29 30 29 30 29 29 30 29 30 29 30
248=30 29 30 30 29 30 29 29 30 29 30 29
249=30 29 30 30 29 30 29 30 29 30 29 30
250=29 30 29 30 29 30 30 29 30 29 30 30
251=29 29 30 29 29 30 30 29 30 30 29 30
252=30 29 29 30 29 29 30 29 30 30 30 29
253=30 30 29 29 30 29 29 30 29 30 30 29
254=30 30 29 30 29 30 29 29 30 29 30 29
255=30 30 30 29 30 29 30 29 29 30 29 30
256=29 30 30 29 30 30 29 30 29 29 30 29
257=30 29 30 29 30 30 29 30 29 30 29 30
258=29 30 29 30 29 30 29 30 30 29 30 29
259=30 29 30 29 30 29 30 29 30 29 30 30
260=29 30 29 30 29 30 29 29 30 29 30 30
261=30 29 30 30 29 29 30 29 29 30 29 30
262=29 30 30 30 29 30 29 30 29 29 30 29
263=30 29 30 30 30 29 30 29 30 29 29 30
264=29 30 29 30 30 29 30 30 29 30 29 29
265=30 29 30 29 30 29 30 30 30 29 30 29
266=29 30 29 30 29 30 29 30 30 29 30 29
267=30 29 30 29 30 29 30 29 30 29 30 29
268=30 30 29 30 29 30 29 30 29 29 30 30
269=29 30 30 29 30 29 30 29 30 29 29 30
270=29 30 30 29 30 30 29 30 29 30 29 29
271=30 29 30 29 30 30 30 29 30 29 30 29
272=29 30 29 29 30 30 30 29 30 30 29 30
273=29 29 30 29 29 30 30 29 30 30 30 29
274=30 29 29 30 29 29 30 30 29 30 30 29
275=30 29 30 29 30 29 30 29 30 29 30 29
276=30 30 29 30 29 30 29 30 29 30 29 30
277=29 30 29 30 30 29 30 29 30 29 30 29
278=29 30 29 30 30 29 30 30 29 30 29 30
279=29 29 30 29 30 29 30 30 30 29 30 29
280=30 29 29 30 29 29 30 30 30 29 30 30
281=29 30 29 29 30 29 29 30 30 29 30 30
282=30 29 30 29 29 30 29 29 30 29 30 30
283=30 29 30 30 29 29 30 29 29 30 29 30
284=30 29 30 30 29 30 29 30 29 29 30 29
285=30 30 29 30 29 30 30 29 30 29 30 29
286=29 30 29 30 30 29 30 29 30 30 29 30
287=29 30 29 29 30 29 30 29 30 30 30 29
288=30 29 30 29 29 30 29 30 29 30 30 29
289=30 30 29 30 29 29 30 29 29 30 30 29
290=30 30 30 29 30 29 29 30 29 29 30 29
291=30 30 30 30 29 30 29 29 30 29 29 30
292=29 30 30 30 29 30 29 30 29 30 29 29
293=30 29 30 30 29 30 30 29 30 29 30 29
294=29 30 29 30 29 30 30 29 30 30 29 30
295=29 30 29 29 30 29 30 29 30 30 29 30
296=30 29 30 29 30 29 29 30 29 30 29 30
297=30 29 30 30 29 30 29 29 30 29 29 30
298=30 29 30 30 30 29 30 29 29 30 29 29
299=30 29 30 30 30 30 29 30 29 29 30 29
300=29 30 29 30 30 30 29 30 30 29 29 30
301=29 29 30 29 30 30 29 30 30 29 30 29
302=30 29 29 30 29 30 29 30 30 29 30 30
303=29 30 29 29 30 29 30 29 30 29 30 30
304=29 30 30 29 30 29 29 30 29 30 29 30
305=29 30 30 29 30 30 29 30 29 29 30 29
306=30 29 30 29 30 30 30 29 30 29 29 30
307=29 29 30 29 30 30 30 29 30 30 29 29
308=30 29 29 30 29 30 30 30 29 30 30 29
309=29 30 29 29 30 29 30 30 29 30 30 29
310=30 29 30 29 29 30 29 30 29 30 30 30
