# calendar type (cldr-spec)
type=islamic-umalqura

# source=http://www.ummulqura.org.sa/index.aspx (viewed at June 2015)
version=1.0-201506

# minimum hijri year
min=1300

# maximum hijri year
max=1500

# ISO-8601-date corresponding to first hijri date
iso-start=1882-11-12

# ISO-8601-date corresponding to last hijri date
# iso-end=2077-11-16 (informational)

# tabular data-------------------------------------------
# - every row denotes an islamic year in hijri calendar
# - every cell indicates the count of days in hijri month
# -------------------------------------------------------
1300=30 29 30 29 30 29 30 29 30 29 30 29
1301=30 30 29 30 29 30 29 30 29 30 29 29
1302=30 30 30 29 30 30 29 29 30 29 29 30
1303=29 30 30 29 30 30 29 30 29 30 29 29
1304=29 30 30 29 30 30 30 29 30 29 30 29
1305=29 29 30 30 29 30 30 29 30 30 29 29
1306=30 29 30 29 30 29 30 29 30 30 29 30
1307=29 30 29 30 29 30 29 30 29 30 29 30
1308=29 30 30 29 30 29 30 29 30 29 29 30
1309=29 30 30 30 30 29 29 30 29 29 30 29
1310=30 29 30 30 30 29 30 29 30 29 29 30
1311=29 30 29 30 30 30 29 30 29 30 29 29
1312=30 29 30 29 30 30 29 30 30 29 30 29
1313=29 30 29 30 29 30 29 30 30 30 29 29
1314=30 30 29 30 29 29 30 29 30 30 29 30
1315=29 30 30 29 30 29 29 30 29 30 29 30
1316=29 30 30 30 29 30 29 29 30 29 30 29
1317=30 29 30 30 29 30 29 30 29 30 29 29
1318=30 29 30 30 29 30 30 29 30 29 30 29
1319=29 30 29 30 30 29 30 29 30 30 29 30
1320=29 30 29 29 30 29 30 29 30 30 30 29
1321=30 29 30 29 29 30 29 29 30 30 30 30
1322=29 30 29 30 29 29 29 30 29 30 30 30
1323=29 30 30 29 30 29 29 29 30 29 30 30
1324=29 30 30 29 30 29 30 29 29 30 29 30
1325=30 29 30 29 30 30 29 30 29 30 29 30
1326=29 29 30 29 30 30 29 30 29 30 30 29
1327=30 29 29 30 29 30 29 30 30 29 30 30
1328=29 30 29 29 30 29 29 30 30 30 29 30
1329=30 29 30 29 29 30 29 29 30 30 29 30
1330=30 30 29 30 29 29 30 29 29 30 30 29
1331=30 30 29 30 30 29 29 30 29 30 29 30
1332=29 30 29 30 30 29 30 29 30 30 29 29
1333=30 29 29 30 30 29 30 30 29 30 30 29
1334=29 29 30 29 30 29 30 30 30 29 30 29
1335=30 29 30 29 29 30 29 30 30 29 30 30
1336=29 30 29 30 29 29 30 29 30 29 30 30
1337=30 29 30 29 30 29 29 30 29 30 29 30
1338=29 30 30 29 30 30 29 29 30 29 30 29
1339=30 29 30 29 30 30 30 29 30 29 29 30
1340=29 29 30 29 30 30 30 30 29 30 29 29
1341=30 29 29 30 29 30 30 30 29 30 30 29
1342=29 29 30 29 30 29 30 30 29 30 30 29
1343=30 29 29 30 29 30 29 30 29 30 30 29
1344=30 29 30 29 30 30 29 29 30 29 30 29
1345=30 29 30 30 30 29 30 29 29 30 29 29
1346=30 29 30 30 30 30 29 30 29 29 30 29
1347=29 30 29 30 30 30 29 30 30 29 29 30
1348=29 29 30 29 30 30 29 30 30 30 29 29
1349=30 29 29 30 29 30 30 29 30 30 29 30
1350=29 30 29 30 29 30 29 29 30 30 29 30
1351=30 29 30 29 30 29 30 29 29 30 29 30
1352=30 29 30 30 29 30 29 30 29 29 30 29
1353=30 29 30 30 30 29 30 29 29 30 29 30
1354=29 30 29 30 30 29 30 30 29 30 29 29
1355=30 29 29 30 30 29 30 30 29 30 30 29
1356=29 30 29 30 29 30 29 30 29 30 30 30
1357=29 29 30 29 30 29 29 30 29 30 30 30
1358=29 30 29 30 29 30 29 29 30 29 30 30
1359=29 30 30 29 30 29 30 29 29 29 30 30
1360=29 30 30 30 29 30 29 30 29 29 30 29
1361=30 29 30 30 29 30 30 29 29 30 29 30
1362=29 30 29 30 29 30 30 29 30 29 30 29
1363=30 29 30 29 30 29 30 29 30 29 30 30
1364=29 30 29 30 29 29 30 29 30 29 30 30
1365=30 30 29 29 30 29 29 30 29 30 29 30
1366=30 30 29 30 29 30 29 29 30 29 30 29
1367=30 30 29 30 30 29 30 29 29 30 29 30
